order_id,customer_id,product_id,category,price,discount,quantity,payment_method,order_date,delivered_date,region,returned,request_date,return_reason,total_amount,shipping_cost,profit_margin,customer_age,customer_gender
O105145,C14118,P237616,Electronics,229,5.0%,2,PayPal,2024-04-05,2024-04-10,South,No,,,436,9,43,68,Male
O105146,C13796,P230558,Electronics,189,0.0%,1,PayPal,2025-04-21,2025-04-25,North,No,,,189,7,16,64,Other
O105147,C13988,P243945,Sports,20,5.0%,2,Debit Card,2024-10-20,2024-10-24,South,No,,,38,4,7,29,Female
O105148,C10234,P215690,Electronics,102,0.0%,1,Credit Card,2025-02-27,2025-03-07,East,No,,,102,8,4,31,Male
O105149,C17180,P233447,Electronics,1633,0.0%,1,Debit Card,2023-10-23,2023-10-27,West,No,,,1633,12,184,42,Male
O105150,C15220,P217131,Electronics,481,15.0%,3,PayPal,2024-09-03,2024-09-09,East,No,,,1228,10,137,62,Female
O105151,C10928,P227429,Electronics,347,0.0%,1,PayPal,2025-06-12,2025-06-15,Central,No,,,347,10,31,22,Female
O105152,C13607,P217705,Fashion,23,20.0%,1,Credit Card,2025-03-30,2025-04-02,Central,No,,,18,3,3,48,Female
O105153,C10522,P248710,Fashion,32,0.0%,1,Credit Card,2025-04-27,2025-05-02,South,No,,,32,4,7,43,Male
O105154,C15904,P222246,Home,140,0.0%,1,Debit Card,2024-04-18,2024-04-22,West,No,,,140,7,32,48,Female
O105155,C13523,P245110,Home,212,0.0%,1,COD,2024-01-17,2024-01-21,Central,No,,,212,8,51,38,Female
O105156,C14526,P204789,Home,395,15.0%,1,Credit Card,2024-09-29,2024-10-04,South,No,,,336,9,85,38,Male
O105157,C14888,P200533,Beauty,6,0.0%,1,Wallet,2024-05-15,2024-05-20,West,No,,,6,2,0,49,Male
O105158,C11629,P228776,Fashion,15,0.0%,4,COD,2024-10-11,2024-10-14,North,No,,,62,4,18,22,Female
O105159,C15832,P248302,Electronics,322,0.0%,3,Credit Card,2023-10-15,2023-10-20,East,No,,,967,9,107,69,Female
O105160,C14628,P218725,Toys,57,5.0%,2,Credit Card,2024-05-18,2024-05-21,Central,No,,,108,7,36,44,Male
O105161,C17122,P206694,Beauty,18,10.0%,1,Debit Card,2025-02-19,2025-02-26,East,No,,,16,3,5,53,Male
O105162,C15842,P205006,Electronics,377,0.0%,2,COD,2025-05-23,2025-05-30,East,No,,,753,10,80,68,Male
O105163,C15771,P226998,Grocery,6,0.0%,1,UPI,2024-03-30,2024-04-02,Central,No,,,6,4,-3,69,Male
O105164,C11316,P237313,Sports,174,0.0%,3,Credit Card,2023-11-08,2023-11-13,West,No,,,523,7,150,27,Female
O105165,C12857,P242428,Electronics,352,0.0%,1,Credit Card,2024-06-23,2024-06-26,Central,No,,,352,8,34,53,Female
O105166,C15008,P230087,Grocery,7,20.0%,1,UPI,2024-02-17,2024-02-21,Central,No,,,6,3,-3,26,Female
O105167,C11124,P237675,Home,113,20.0%,1,Debit Card,2024-01-19,2024-01-22,Central,No,,,90,7,18,52,Male
O105168,C15621,P224362,Grocery,17,30.0%,1,COD,2024-08-19,2024-08-22,Central,No,,,12,3,-2,37,Male
O105169,C15423,P204485,Electronics,128,0.0%,1,UPI,2025-05-16,2025-05-19,North,No,,,128,8,7,51,Female
O105170,C17014,P201235,Electronics,186,5.0%,2,Debit Card,2025-03-23,2025-03-27,Central,No,,,353,8,34,30,Female
O105171,C12587,P243674,Sports,38,15.0%,1,Credit Card,2024-10-09,2024-10-14,South,No,,,33,6,4,41,Male
O105172,C11023,P242668,Electronics,1097,0.0%,1,Wallet,2023-10-06,2023-10-09,North,No,,,1097,10,122,48,Male
O105173,C15672,P248662,Electronics,64,0.0%,3,Credit Card,2023-11-09,2023-11-15,Central,No,,,193,6,17,31,Male
O105174,C11378,P231983,Toys,3,5.0%,1,Debit Card,2024-07-07,2024-07-12,South,No,,,3,2,-1,68,Male
O105175,C13374,P224039,Electronics,193,0.0%,1,Credit Card,2025-04-24,2025-04-29,South,No,,,193,7,16,19,Female
O105176,C11519,P230416,Grocery,11,5.0%,1,Credit Card,2025-05-01,2025-05-05,West,No,,,11,2,-1,53,Female
O105177,C15777,P201145,Home,63,0.0%,1,Credit Card,2025-04-05,2025-04-09,North,No,,,63,8,9,41,Other
O105178,C17935,P223804,Toys,40,10.0%,3,COD,2024-11-10,2024-11-14,South,No,,,109,7,37,51,Female
O105179,C16093,P247244,Home,34,10.0%,1,Credit Card,2025-05-10,2025-05-15,East,No,,,31,5,4,42,Male
O105180,C10226,P201475,Beauty,14,0.0%,1,Credit Card,2024-10-07,2024-10-11,Central,No,,,14,4,2,65,Male
O105181,C15355,P210047,Fashion,38,0.0%,2,Credit Card,2025-04-30,2025-05-03,Central,No,,,76,7,19,22,Male
O105182,C14968,P212156,Sports,32,15.0%,1,Debit Card,2023-12-16,2023-12-21,North,No,,,27,4,4,51,Female
O105183,C10891,P230421,Fashion,22,5.0%,1,Credit Card,2025-07-24,2025-07-27,North,No,,,21,5,2,58,Male
O105184,C15574,P227955,Fashion,150,0.0%,1,Debit Card,2023-11-06,2023-11-11,North,No,,,150,7,46,49,Other
O105185,C14072,P222063,Electronics,289,20.0%,2,Credit Card,2025-06-17,2025-06-21,Central,No,,,462,8,47,41,Female
O105186,C15132,P248444,Electronics,712,0.0%,3,Credit Card,2024-12-06,2024-12-11,Central,No,,,2137,12,244,47,Other
O105187,C12257,P221799,Fashion,20,5.0%,1,Credit Card,2024-07-06,2024-07-10,South,No,,,19,5,2,58,Female
O105188,C12788,P221322,Sports,103,0.0%,2,Debit Card,2023-12-07,2023-12-10,North,No,,,206,6,56,21,Male
O105189,C10396,P234372,Fashion,76,0.0%,2,PayPal,2025-03-12,2025-03-16,North,No,,,152,8,45,35,Male
O105190,C15219,P214932,Fashion,32,0.0%,1,Credit Card,2024-02-11,2024-02-17,West,No,,,32,5,6,67,Female
O105191,C12078,P246361,Grocery,14,0.0%,5,Debit Card,2024-07-16,2024-07-20,West,No,,,70,7,-2,20,Female
O105192,C17041,P244239,Beauty,52,15.0%,1,Credit Card,2025-05-11,2025-05-15,Central,No,,,44,5,14,54,Female
O105193,C17695,P237815,Grocery,3,0.0%,1,Debit Card,2024-09-22,2024-09-28,South,No,,,3,3,-2,21,Male
O105194,C14744,P242964,Grocery,7,5.0%,2,Credit Card,2025-06-02,2025-06-09,West,No,,,13,4,-3,51,Female
O105195,C14424,P240943,Electronics,614,0.0%,1,Debit Card,2024-03-03,2024-03-06,North,No,,,614,10,64,59,Male
O105196,C13237,P224003,Grocery,4,30.0%,1,UPI,2024-01-30,2024-02-02,Central,No,,,3,2,-2,45,Male
O105197,C15578,P222501,Electronics,314,20.0%,1,Debit Card,2025-07-28,2025-08-02,South,No,,,251,9,22,19,Female
O105198,C13893,P231092,Grocery,9,15.0%,1,Credit Card,2024-02-23,2024-02-28,South,No,,,7,1,0,25,Male
O105199,C15047,P214983,Beauty,30,5.0%,1,Debit Card,2024-01-04,2024-01-12,South,No,,,28,5,8,24,Female
O105200,C12005,P229768,Beauty,30,0.0%,1,Credit Card,2024-08-30,2024-09-03,South,No,,,30,6,8,35,Female
O105201,C12016,P234604,Sports,95,0.0%,1,UPI,2024-05-19,2024-05-23,West,No,,,95,5,23,33,Female
O105202,C13171,P222288,Toys,60,15.0%,1,PayPal,2024-12-25,2024-12-29,West,No,,,51,6,14,50,Female
O105203,C12668,P246760,Beauty,8,0.0%,2,Credit Card,2024-03-22,2024-03-25,Central,No,,,15,5,2,62,Female
O105204,C11878,P206476,Home,247,5.0%,1,PayPal,2024-04-04,2024-04-08,North,No,,,235,7,58,64,Male
O105205,C11196,P248837,Electronics,268,0.0%,1,Credit Card,2024-08-01,2024-08-05,West,No,,,268,8,24,48,Male
O105206,C11772,P232602,Toys,23,10.0%,1,Credit Card,2025-02-05,2025-02-09,South,No,,,21,4,5,24,Male
O105207,C10161,P242084,Electronics,154,5.0%,2,Debit Card,2024-04-18,2024-04-24,West,No,,,292,8,27,34,Female
O105208,C13976,P209962,Sports,20,0.0%,4,Debit Card,2025-02-05,2025-02-11,South,No,,,79,7,17,26,Female
O105209,C11751,P228439,Beauty,40,0.0%,1,Debit Card,2025-01-09,2025-01-13,North,No,,,40,4,14,49,Male
O105210,C10775,P203400,Home,48,5.0%,1,Debit Card,2023-09-29,2023-10-05,North,No,,,46,5,8,26,Female
O105211,C17430,P224440,Beauty,15,15.0%,1,Debit Card,2024-09-23,2024-09-27,West,No,,,13,2,3,36,Female
O105212,C15923,P246697,Toys,3,0.0%,1,Credit Card,2025-06-20,2025-06-24,North,No,,,3,3,-2,24,Female
O105213,C16417,P224610,Grocery,15,15.0%,1,Credit Card,2024-11-13,2024-11-19,East,No,,,13,3,-2,33,Male
O105214,C17170,P229575,Fashion,62,0.0%,1,COD,2025-01-14,2025-01-17,Central,No,,,62,6,16,66,Male
O105215,C15147,P219728,Grocery,32,5.0%,1,Credit Card,2024-08-16,2024-08-20,West,No,,,30,3,0,50,Male
O105216,C16469,P229067,Grocery,30,0.0%,1,PayPal,2025-04-05,2025-04-08,North,No,,,30,6,-3,24,Female
O105217,C10939,P224303,Toys,26,0.0%,1,Credit Card,2024-11-04,2024-11-08,West,No,,,26,4,6,64,Male
O105218,C13220,P245262,Grocery,6,0.0%,2,Debit Card,2025-05-29,2025-06-01,Central,No,,,12,4,-3,21,Other
O105219,C10539,P242740,Sports,56,0.0%,2,Credit Card,2024-11-01,2024-11-05,West,No,,,112,8,25,26,Female
O105220,C16631,P201628,Electronics,206,15.0%,1,Credit Card,2025-03-01,2025-03-06,South,No,,,175,5,16,22,Male
O105221,C14917,P239532,Beauty,6,0.0%,1,PayPal,2025-08-12,2025-08-16,South,No,,,6,4,-1,68,Male
O105222,C11461,P209521,Sports,299,15.0%,1,COD,2024-04-08,2024-04-12,North,No,,,254,9,68,45,Male
O105223,C15184,P238513,Grocery,23,10.0%,1,Debit Card,2025-03-29,2025-04-01,Central,No,,,21,6,-4,32,Male
O105224,C10355,P242519,Beauty,7,0.0%,2,COD,2025-09-10,2025-09-15,West,No,,,14,3,3,24,Male
O105225,C13604,P225380,Toys,60,0.0%,3,Credit Card,2023-12-24,2023-12-30,East,No,,,179,9,62,22,Female
O105226,C13323,P228923,Sports,192,0.0%,2,Credit Card,2024-03-04,2024-03-09,East,No,,,384,10,105,27,Female
O105227,C10234,P234058,Fashion,128,15.0%,1,Wallet,2025-02-12,2025-02-16,West,No,,,109,7,31,48,Male
O105228,C16370,P228880,Electronics,159,5.0%,1,Debit Card,2024-02-19,2024-02-23,South,Yes,2024-02-29,Not as described,151,6,12,31,Female
O105229,C11548,P218970,Sports,50,0.0%,3,Debit Card,2024-04-28,2024-05-02,South,No,,,151,7,38,29,Male
O105230,C17480,P238891,Fashion,36,0.0%,1,Credit Card,2024-08-30,2024-09-02,North,No,,,36,6,7,56,Male
O105231,C12096,P204930,Fashion,17,10.0%,1,Credit Card,2025-03-13,2025-03-16,North,No,,,16,4,1,63,Male
O105232,C14213,P235318,Sports,72,0.0%,2,Credit Card,2023-09-28,2023-10-02,North,No,,,143,7,36,67,Female
O105233,C12101,P241539,Toys,2,0.0%,1,UPI,2025-06-05,2025-06-10,Central,No,,,2,3,-2,59,Female
O105234,C11673,P242897,Beauty,54,0.0%,1,Credit Card,2023-09-13,2023-09-17,North,No,,,54,7,17,23,Female
O105235,C16708,P229843,Grocery,3,5.0%,1,UPI,2025-02-22,2025-02-25,North,No,,,3,2,-1,29,Male
O105236,C15163,P249108,Fashion,39,20.0%,1,PayPal,2024-06-27,2024-06-30,Central,No,,,31,5,6,40,Male
O105237,C17982,P232574,Fashion,135,0.0%,1,Debit Card,2025-02-16,2025-02-22,Central,No,,,135,8,39,53,Female
O105238,C12100,P239751,Beauty,45,20.0%,2,COD,2025-05-07,2025-05-12,South,No,,,72,6,27,43,Male
O105239,C13657,P209857,Toys,31,10.0%,2,Debit Card,2024-12-28,2025-01-02,South,No,,,57,8,15,24,Female
O105240,C14653,P223513,Beauty,26,10.0%,1,Debit Card,2024-12-03,2024-12-07,West,No,,,23,4,6,30,Female
O105241,C13596,P234898,Electronics,236,10.0%,1,Credit Card,2025-04-05,2025-04-09,North,No,,,213,8,18,51,Male
O105242,C13748,P223593,Sports,68,10.0%,1,UPI,2024-01-13,2024-01-18,South,No,,,61,6,12,41,Male
O105243,C13173,P222683,Toys,4,0.0%,1,Credit Card,2024-07-05,2024-07-10,East,No,,,4,0,2,58,Female
O105244,C11815,P236508,Fashion,8,10.0%,1,Debit Card,2024-05-28,2024-06-01,West,No,,,7,5,-2,58,Other
O105245,C13841,P218884,Electronics,653,20.0%,1,Credit Card,2025-04-17,2025-04-22,East,Yes,2025-05-01,No longer needed,522,9,53,21,Male
O105246,C12005,P205307,Home,79,0.0%,1,Credit Card,2025-01-26,2025-01-31,Central,No,,,79,7,15,40,Male
O105247,C17011,P212904,Electronics,68,0.0%,1,Credit Card,2024-08-09,2024-08-14,North,No,,,68,8,0,38,Female
O105248,C14493,P239535,Home,153,0.0%,1,Debit Card,2024-01-03,2024-01-07,South,No,,,153,8,35,55,Female
O105249,C17305,P217881,Electronics,424,5.0%,1,UPI,2024-06-01,2024-06-06,East,No,,,403,9,40,30,Female
O105250,C10674,P229178,Fashion,18,0.0%,1,Debit Card,2024-08-11,2024-08-14,Central,No,,,18,4,2,24,Female
O105251,C10386,P213582,Home,80,0.0%,2,Credit Card,2023-12-08,2023-12-14,South,No,,,159,7,38,43,Male
O105252,C12158,P235912,Electronics,327,5.0%,3,Debit Card,2024-06-15,2024-06-21,West,Yes,2024-07-18,Defective,932,11,101,64,Male
O105253,C12661,P242911,Electronics,345,5.0%,1,Wallet,2025-08-08,2025-08-12,South,No,,,328,9,30,58,Female
O105254,C12064,P242419,Toys,16,5.0%,1,COD,2024-07-19,2024-07-23,North,No,,,15,4,2,57,Female
O105255,C13851,P208025,Electronics,197,20.0%,2,Debit Card,2024-03-26,2024-03-30,Central,No,,,315,7,31,32,Male
O105256,C13253,P249444,Sports,17,0.0%,1,PayPal,2023-11-22,2023-11-28,East,No,,,17,7,-2,43,Female
O105257,C14979,P241614,Toys,2,5.0%,1,Debit Card,2025-07-09,2025-07-15,Central,No,,,2,0,1,30,Male
O105258,C17703,P243944,Electronics,250,5.0%,1,Credit Card,2025-02-13,2025-02-17,West,No,,,237,7,22,26,Other
O105259,C14636,P219188,Fashion,16,0.0%,1,PayPal,2024-09-25,2024-09-28,North,No,,,16,2,3,38,Female
O105260,C14266,P207604,Sports,284,0.0%,4,Credit Card,2024-03-26,2024-03-30,South,No,,,1137,10,331,54,Female
O105261,C16552,P239907,Fashion,55,10.0%,2,Credit Card,2024-09-22,2024-09-29,South,No,,,100,9,26,45,Female
O105262,C10739,P248979,Home,126,0.0%,1,Credit Card,2024-07-24,2024-07-28,South,No,,,126,7,28,32,Male
O105263,C11401,P227290,Toys,12,0.0%,1,Debit Card,2025-04-11,2025-04-15,West,No,,,12,4,1,47,Male
O105264,C13259,P240596,Electronics,180,30.0%,1,Credit Card,2025-02-14,2025-02-18,Central,No,,,126,7,8,46,Male
O105265,C17001,P206203,Beauty,8,0.0%,1,COD,2025-05-20,2025-05-23,North,No,,,8,2,1,30,Female
O105266,C12277,P207871,Grocery,2,0.0%,1,Credit Card,2024-01-29,2024-02-03,South,No,,,2,0,0,18,Female
O105267,C13904,P214662,Electronics,377,10.0%,1,PayPal,2025-08-18,2025-08-23,West,No,,,339,9,32,18,Male
O105268,C13923,P236782,Electronics,541,0.0%,1,Wallet,2024-07-31,2024-08-05,East,No,,,541,8,57,19,Female
O105269,C14214,P211445,Beauty,51,0.0%,1,Debit Card,2025-02-21,2025-02-24,Central,No,,,51,5,17,69,Male
O105270,C13227,P211038,Grocery,18,0.0%,1,Debit Card,2023-12-09,2023-12-12,North,No,,,18,5,-4,69,Male
O105271,C12831,P245840,Fashion,117,5.0%,1,Credit Card,2025-05-06,2025-05-12,East,No,,,111,7,32,24,Male
O105272,C13758,P245822,Fashion,205,0.0%,1,PayPal,2024-02-27,2024-03-03,Central,No,,,205,8,64,63,Female
O105273,C12512,P203505,Electronics,1110,15.0%,1,Debit Card,2024-09-02,2024-09-09,North,No,,,943,11,102,41,Female
O105274,C12151,P241478,Home,128,0.0%,2,PayPal,2024-11-08,2024-11-12,Central,No,,,256,10,62,59,Female
O105275,C13675,P219069,Electronics,132,0.0%,1,Credit Card,2024-09-30,2024-10-04,Central,No,,,132,7,9,34,Female
O105276,C12745,P214418,Home,25,0.0%,1,UPI,2024-07-02,2024-07-08,East,Yes,2024-07-25,Not as described,25,6,1,38,Female
O105277,C16091,P216411,Beauty,128,0.0%,2,Credit Card,2024-06-18,2024-06-23,East,No,,,256,9,106,22,Female
O105278,C13866,P233033,Grocery,6,20.0%,3,Debit Card,2024-04-10,2024-04-17,Central,No,,,14,5,-4,60,Female
O105279,C17669,P209498,Toys,3,15.0%,1,Debit Card,2025-02-13,2025-02-18,South,No,,,2,2,-1,48,Male
O105280,C13764,P247500,Toys,12,0.0%,2,PayPal,2023-10-03,2023-10-10,East,No,,,24,5,4,24,Male
O105281,C15801,P221459,Fashion,73,0.0%,1,COD,2024-10-09,2024-10-12,North,Yes,2024-10-14,Defective,73,4,21,44,Male
O105282,C15818,P222203,Electronics,770,0.0%,1,COD,2024-09-25,2024-09-28,Central,No,,,770,10,83,57,Male
O105283,C12222,P228030,Beauty,19,5.0%,2,PayPal,2023-10-06,2023-10-11,West,No,,,36,8,8,32,Female
O105284,C17901,P249962,Beauty,12,5.0%,1,Debit Card,2023-09-16,2023-09-24,East,No,,,11,3,2,29,Female
O105285,C12792,P221060,Home,208,15.0%,1,Credit Card,2024-06-05,2024-06-08,North,No,,,177,8,41,35,Female
O105286,C11697,P219774,Electronics,278,5.0%,4,Credit Card,2025-04-05,2025-04-10,South,No,,,1055,9,117,57,Female
O105287,C15540,P246917,Home,22,5.0%,2,Debit Card,2025-02-18,2025-02-22,West,No,,,42,7,4,37,Female
O105288,C17301,P233378,Electronics,761,0.0%,1,COD,2023-10-23,2023-10-29,East,No,,,761,7,84,22,Other
O105289,C13462,P245248,Home,150,0.0%,1,PayPal,2024-08-24,2024-08-28,North,No,,,150,8,34,35,Male
O105290,C14063,P220930,Electronics,62,5.0%,1,Wallet,2025-05-08,2025-05-11,Central,No,,,59,7,0,42,Female
O105291,C15855,P213493,Toys,2,5.0%,1,Credit Card,2025-06-25,2025-07-01,North,No,,,2,0,1,43,Male
O105292,C11524,P237795,Electronics,80,0.0%,1,Debit Card,2025-06-02,2025-06-07,East,No,,,80,7,3,22,Female
O105293,C14760,P213638,Grocery,24,20.0%,1,UPI,2025-02-20,2025-02-23,North,No,,,19,4,-3,21,Male
O105294,C10032,P205724,Toys,15,5.0%,1,PayPal,2023-12-13,2023-12-16,North,No,,,14,5,1,42,Female
O105295,C16198,P200202,Sports,50,0.0%,1,UPI,2025-01-12,2025-01-16,South,No,,,50,6,9,50,Male
O105296,C14025,P233169,Grocery,5,5.0%,1,Debit Card,2024-07-30,2024-08-06,East,No,,,5,4,-3,40,Male
O105297,C12566,P202027,Electronics,280,0.0%,1,Debit Card,2025-04-10,2025-04-14,Central,No,,,280,9,25,39,Female
O105298,C12803,P246723,Sports,19,0.0%,2,Credit Card,2024-10-08,2024-10-14,East,No,,,37,7,4,29,Female
O105299,C13896,P214807,Toys,21,5.0%,2,UPI,2025-05-21,2025-05-28,East,No,,,40,5,11,63,Other
O105300,C13709,P228426,Electronics,206,20.0%,1,Credit Card,2024-01-09,2024-01-13,West,No,,,165,9,11,25,Female
O105301,C16155,P241849,Beauty,51,0.0%,1,COD,2024-11-19,2024-11-23,South,No,,,51,7,16,22,Male
O105302,C15647,P200178,Home,195,5.0%,1,UPI,2025-04-29,2025-05-03,North,No,,,185,7,45,21,Male
O105303,C10719,P205817,Home,12,0.0%,1,Debit Card,2025-08-21,2025-08-25,Central,No,,,12,4,0,34,Female
O105304,C16698,P234747,Grocery,3,0.0%,1,Credit Card,2025-06-21,2025-06-25,West,No,,,3,3,-3,67,Female
O105305,C16516,P207185,Beauty,19,0.0%,2,Credit Card,2024-12-02,2024-12-09,East,No,,,37,6,11,56,Other
O105306,C14579,P203984,Electronics,399,5.0%,1,Credit Card,2025-04-24,2025-04-29,South,No,,,379,10,36,23,Female
O105307,C10972,P222049,Grocery,18,5.0%,1,UPI,2025-04-18,2025-04-22,Central,No,,,17,3,-2,40,Female
O105308,C13718,P221405,Fashion,88,0.0%,1,UPI,2023-09-24,2023-09-27,North,No,,,88,7,24,20,Female
O105309,C17395,P210236,Grocery,2,0.0%,1,Credit Card,2024-11-28,2024-12-03,West,No,,,2,2,-2,34,Female
O105310,C16766,P221896,Grocery,1,10.0%,1,Debit Card,2023-12-20,2023-12-27,East,No,,,1,2,-1,20,Female
O105311,C14402,P235751,Toys,20,0.0%,1,Credit Card,2025-09-05,2025-09-11,Central,No,,,20,5,3,39,Male
O105312,C14552,P214635,Sports,137,10.0%,1,Credit Card,2025-09-09,2025-09-15,East,No,,,123,8,29,58,Female
O105313,C12207,P208542,Sports,162,10.0%,3,Credit Card,2025-03-29,2025-04-01,North,No,,,437,9,122,25,Male
O105314,C14426,P237050,Sports,27,20.0%,2,Debit Card,2024-03-15,2024-03-19,North,No,,,43,6,7,18,Female
O105315,C16919,P244378,Home,466,10.0%,1,Wallet,2024-10-20,2024-10-23,North,No,,,420,8,109,59,Male
O105316,C14320,P231342,Fashion,18,0.0%,1,Credit Card,2024-05-30,2024-06-04,South,No,,,18,5,1,41,Female
O105317,C13030,P244790,Fashion,19,0.0%,1,UPI,2025-01-09,2025-01-13,North,No,,,19,4,2,39,Male
O105318,C16872,P207988,Sports,26,0.0%,1,COD,2024-07-25,2024-07-30,South,No,,,26,4,4,29,Male
O105319,C13575,P232070,Beauty,4,15.0%,1,Debit Card,2024-05-12,2024-05-17,South,No,,,3,3,-1,43,Female
O105320,C15575,P231955,Beauty,44,0.0%,1,Wallet,2025-09-08,2025-09-13,West,No,,,44,7,12,19,Male
O105321,C13116,P212596,Sports,11,0.0%,1,Credit Card,2025-04-12,2025-04-17,South,No,,,11,2,1,38,Male
O105322,C13285,P223659,Toys,14,0.0%,1,Credit Card,2024-07-23,2024-07-29,East,No,,,14,4,2,33,Male
O105323,C15178,P210416,Sports,19,15.0%,1,Credit Card,2025-02-03,2025-02-08,West,No,,,17,6,-1,25,Female
O105324,C10643,P219171,Electronics,65,5.0%,1,Debit Card,2025-03-26,2025-03-31,North,Yes,2025-04-05,Missing/Wrong item,62,8,0,47,Female
O105325,C14711,P232577,Home,369,5.0%,2,COD,2024-11-19,2024-11-27,South,No,,,701,10,187,33,Female
O105326,C10194,P245303,Fashion,91,0.0%,1,Credit Card,2025-07-21,2025-07-28,East,No,,,91,6,25,20,Male
O105327,C13996,P222736,Beauty,15,0.0%,2,Credit Card,2025-04-06,2025-04-13,South,No,,,31,5,9,26,Male
O105328,C10488,P245271,Electronics,249,15.0%,1,Credit Card,2024-12-07,2024-12-13,South,No,,,212,10,15,68,Male
O105329,C12204,P204808,Toys,42,0.0%,1,Credit Card,2025-02-09,2025-02-12,North,No,,,42,6,11,37,Female
O105330,C12657,P238656,Electronics,568,30.0%,1,Debit Card,2024-03-04,2024-03-09,North,No,,,398,8,39,18,Male
O105331,C15345,P205737,Fashion,63,15.0%,1,Credit Card,2023-09-17,2023-09-23,South,No,,,53,5,14,42,Female
O105332,C16555,P235126,Toys,17,0.0%,4,Credit Card,2025-01-07,2025-01-10,North,No,,,69,7,20,48,Female
O105333,C13276,P229652,Electronics,354,30.0%,1,UPI,2024-08-28,2024-08-31,Central,No,,,248,8,21,57,Female
O105334,C11102,P205390,Sports,59,10.0%,1,Debit Card,2024-02-09,2024-02-13,Central,No,,,53,7,9,37,Female
O105335,C15243,P220600,Grocery,11,10.0%,1,Credit Card,2024-11-21,2024-11-25,West,No,,,10,3,-3,50,Female
O105336,C16614,P200406,Beauty,22,10.0%,1,PayPal,2023-09-20,2023-09-24,North,No,,,20,5,4,38,Male
O105337,C11241,P232764,Sports,207,15.0%,2,Credit Card,2024-02-09,2024-02-16,East,No,,,352,6,99,69,Female
O105338,C10515,P249217,Toys,7,10.0%,2,Credit Card,2024-04-11,2024-04-16,East,No,,,12,4,1,67,Other
O105339,C15721,P232995,Fashion,19,0.0%,1,UPI,2025-05-04,2025-05-09,East,No,,,19,6,1,59,Female
O105340,C15223,P245937,Beauty,9,0.0%,1,COD,2023-10-15,2023-10-19,Central,No,,,9,2,2,48,Male
O105341,C10392,P218568,Fashion,48,0.0%,1,Credit Card,2024-03-30,2024-04-04,West,No,,,48,4,12,58,Female
O105342,C10630,P210433,Fashion,63,5.0%,1,Credit Card,2024-12-21,2024-12-27,East,No,,,60,8,13,52,Female
O105343,C13716,P229377,Fashion,18,0.0%,2,Debit Card,2025-03-03,2025-03-08,East,Yes,2025-04-06,No longer needed,37,5,8,30,Female
O105344,C11847,P223184,Beauty,31,0.0%,1,Debit Card,2024-10-05,2024-10-11,South,No,,,31,3,11,42,Female
O105345,C12655,P248481,Toys,21,0.0%,1,COD,2024-09-14,2024-09-19,East,No,,,21,4,4,52,Male
O105346,C10979,P209121,Toys,10,20.0%,1,Credit Card,2024-10-04,2024-10-09,Central,No,,,8,3,0,45,Male
O105347,C14529,P228612,Home,44,0.0%,1,UPI,2025-08-21,2025-08-26,South,No,,,44,5,7,36,Male
O105348,C13402,P222207,Home,291,0.0%,1,Wallet,2025-06-17,2025-06-20,North,No,,,291,8,74,57,Male
O105349,C17310,P210795,Sports,93,5.0%,1,Debit Card,2023-12-22,2023-12-26,North,No,,,88,7,19,45,Female
O105350,C13871,P217564,Toys,26,5.0%,1,Credit Card,2024-05-14,2024-05-20,East,No,,,25,5,5,34,Female
O105351,C16683,P248603,Fashion,133,0.0%,1,Debit Card,2024-06-21,2024-06-24,Central,No,,,133,8,38,35,Female
O105352,C10277,P241999,Fashion,16,0.0%,2,PayPal,2025-03-31,2025-04-07,South,No,,,33,4,8,63,Male
O105353,C10232,P201101,Beauty,14,15.0%,1,UPI,2023-12-08,2023-12-15,West,No,,,12,4,2,66,Male
O105354,C11552,P234867,Home,85,0.0%,1,Debit Card,2024-04-04,2024-04-10,East,No,,,85,6,18,34,Female
O105355,C15690,P200513,Sports,36,0.0%,1,Credit Card,2025-06-17,2025-06-20,North,Yes,2025-07-17,Missing/Wrong item,36,4,7,51,Female
O105356,C15209,P211324,Home,252,20.0%,1,UPI,2023-11-16,2023-11-20,North,No,,,201,8,48,50,Male
O105357,C17659,P215491,Electronics,78,15.0%,1,COD,2024-10-30,2024-11-05,West,No,,,67,7,1,60,Female
O105358,C13270,P213693,Electronics,139,0.0%,1,Credit Card,2025-09-01,2025-09-07,East,No,,,139,7,10,41,Male
O105359,C12409,P215923,Grocery,4,0.0%,1,UPI,2024-06-14,2024-06-19,West,No,,,4,3,-3,49,Female
O105360,C13512,P234600,Fashion,156,0.0%,2,Credit Card,2024-02-20,2024-02-23,North,No,,,311,9,100,37,Female
O105361,C10025,P210872,Electronics,371,10.0%,2,Credit Card,2025-05-27,2025-05-30,Central,No,,,667,10,70,33,Female
O105362,C17192,P243058,Sports,134,5.0%,1,PayPal,2024-04-10,2024-04-14,North,No,,,127,7,31,40,Male
O105363,C15513,P207137,Sports,21,0.0%,1,UPI,2025-07-15,2025-07-20,West,No,,,21,4,2,68,Female
O105364,C16650,P211358,Beauty,8,10.0%,1,PayPal,2023-11-23,2023-11-29,East,No,,,7,4,-1,20,Male
O105365,C17468,P205807,Home,229,15.0%,2,Credit Card,2024-05-16,2024-05-22,South,No,,,389,9,100,39,Female
